,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
16710,34,93600,RENT,15,EDUCATION,D,20000,15.31,0,0.21,N,5
16711,27,22000,MORTGAGE,11,EDUCATION,A,2500,7.49,0,0.11,N,6
16712,28,94050,RENT,7,HOMEIMPROVEMENT,C,20000,14.26,0,0.21,Y,9
16713,31,96000,RENT,5,VENTURE,E,20000,17.19,0,0.21,Y,8
16714,33,96000,RENT,14,VENTURE,A,20000,7.88,0,0.21,N,10
16715,32,96000,RENT,7,PERSONAL,D,20000,14.42,0,0.21,N,9
16716,31,96588,RENT,2,HOMEIMPROVEMENT,B,20000,10.95,0,0.21,N,9
16717,29,22000,OWN,4,PERSONAL,B,2400,10.75,0,0.11,N,7
16718,34,97356,RENT,12,PERSONAL,C,20000,13.22,0,0.21,Y,7
16719,33,98000,RENT,2,EDUCATION,A,20000,6.91,0,0.2,N,5
16720,30,22000,OWN,4,VENTURE,C,2000,13.57,0,0.09,N,9
16721,28,86652,RENT,5,HOMEIMPROVEMENT,B,20000,11.58,1,0.23,N,5
16722,30,22000,OWN,4,VENTURE,B,6000,11.89,0,0.27,N,8
16723,30,22000,MORTGAGE,1,EDUCATION,B,5375,12.21,0,0.24,N,9
16724,31,100000,RENT,6,HOMEIMPROVEMENT,B,20000,12.42,0,0.2,N,9
16725,27,100000,RENT,9,MEDICAL,B,20000,12.69,0,0.2,N,5
16726,27,100000,RENT,4,MEDICAL,B,20000,11.12,0,0.2,N,9
16727,29,100000,RENT,0,PERSONAL,C,20000,13.98,0,0.2,Y,6
16728,29,22080,OWN,3,EDUCATION,A,8000,8.59,0,0.36,N,9
16729,28,22200,OWN,4,HOMEIMPROVEMENT,B,2500,11.49,0,0.11,N,5
16730,31,101000,RENT,3,DEBTCONSOLIDATION,A,20000,7.9,0,0.2,N,10
16731,32,101000,RENT,3,PERSONAL,B,20000,10.75,0,0.2,N,9
16732,33,89004,RENT,2,PERSONAL,F,20000,17.58,1,0.22,Y,6
16733,35,22300,OWN,1,PERSONAL,C,3775,15.27,0,0.17,N,6
16734,35,102000,RENT,3,HOMEIMPROVEMENT,C,20000,13.85,0,0.2,N,10
16735,28,22404,MORTGAGE,3,VENTURE,C,5725,14.79,1,0.26,N,9
16736,27,105000,RENT,4,VENTURE,B,20000,10.62,0,0.19,N,9
16737,30,106000,RENT,9,DEBTCONSOLIDATION,C,20000,13.22,0,0.19,Y,5
16738,28,98000,RENT,0,HOMEIMPROVEMENT,D,20000,14.96,1,0.2,N,6
16739,27,98000,RENT,11,HOMEIMPROVEMENT,D,20000,16.0,1,0.2,N,8
16740,30,110000,RENT,5,VENTURE,D,20000,14.11,0,0.18,Y,5
16741,29,99855,RENT,2,VENTURE,E,20000,17.06,1,0.2,N,8
16742,30,115000,RENT,3,DEBTCONSOLIDATION,B,20000,11.11,0,0.17,N,7
16743,27,22800,MORTGAGE,11,MEDICAL,B,2500,10.99,0,0.11,N,10
16744,31,103000,RENT,2,VENTURE,F,20000,18.17,1,0.19,N,5
16745,29,115500,RENT,1,EDUCATION,B,20000,10.46,0,0.17,N,9
16746,34,120000,RENT,7,VENTURE,C,20000,13.8,0,0.17,N,7
16747,27,120000,RENT,1,DEBTCONSOLIDATION,A,20000,6.54,0,0.17,N,9
16748,28,108000,RENT,2,PERSONAL,D,20000,15.31,1,0.19,N,7
16749,28,120000,RENT,4,EDUCATION,C,20000,14.26,0,0.17,N,7
16750,27,125000,RENT,3,DEBTCONSOLIDATION,B,20000,9.25,0,0.16,N,8
16751,33,130000,RENT,1,EDUCATION,A,20000,6.62,0,0.15,N,10
16752,30,100815,RENT,7,MEDICAL,F,20000,18.3,1,0.17,Y,6
16753,27,132000,RENT,6,VENTURE,C,20000,12.73,0,0.15,N,8
16754,27,22896,OWN,1,MEDICAL,B,5000,11.48,0,0.22,N,8
16755,34,135000,RENT,6,HOMEIMPROVEMENT,E,20000,17.74,0,0.15,Y,8
16756,29,140000,RENT,5,DEBTCONSOLIDATION,C,20000,13.49,0,0.14,Y,8
16757,27,140000,RENT,4,EDUCATION,A,20000,7.9,0,0.14,N,6
16758,29,140000,RENT,3,PERSONAL,B,20000,10.0,0,0.14,N,9
16759,34,148080,RENT,0,HOMEIMPROVEMENT,A,20000,8.9,0,0.14,N,6
16760,31,155000,RENT,3,HOMEIMPROVEMENT,B,20000,10.74,0,0.13,N,6
16761,30,156000,RENT,0,EDUCATION,A,20000,6.54,0,0.13,N,8
16762,31,23000,OWN,13,PERSONAL,A,4500,5.79,0,0.2,N,9
16763,32,175000,RENT,3,DEBTCONSOLIDATION,C,20000,13.49,0,0.11,Y,8
16764,30,180000,RENT,1,EDUCATION,C,20000,14.22,0,0.11,N,10
16765,28,113000,RENT,9,DEBTCONSOLIDATION,C,19975,13.92,1,0.18,N,9
16766,30,49110,RENT,2,EDUCATION,B,19775,12.42,1,0.4,N,10
16767,27,12000,RENT,1,DEBTCONSOLIDATION,A,725,7.37,0,0.06,N,6
16768,32,12000,RENT,3,MEDICAL,C,900,10.28,1,0.07,N,5
16769,27,11808,RENT,4,MEDICAL,D,1000,14.91,1,0.08,N,8
16770,33,12000,RENT,4,EDUCATION,A,1000,7.88,1,0.08,N,7
16771,28,12000,RENT,1,HOMEIMPROVEMENT,D,1000,16.32,1,0.08,Y,9
16772,29,12480,RENT,4,EDUCATION,A,1000,8.9,0,0.08,N,9
16773,29,14400,RENT,3,EDUCATION,D,1000,16.32,1,0.07,Y,8
16774,27,17000,RENT,1,VENTURE,A,1000,7.29,0,0.06,N,5
16775,28,18000,RENT,0,PERSONAL,C,1000,13.49,1,0.06,N,8
16776,29,20000,RENT,0,PERSONAL,B,1000,10.65,0,0.05,N,10
16777,35,23400,OWN,12,EDUCATION,D,5000,15.33,0,0.21,N,9
16778,30,36432,RENT,1,EDUCATION,D,19000,15.21,1,0.52,Y,5
16779,28,44000,RENT,3,MEDICAL,E,19000,16.82,1,0.43,N,8
16780,31,51500,RENT,6,EDUCATION,D,19000,14.83,1,0.37,Y,10
16781,33,56136,RENT,12,VENTURE,E,19000,15.68,1,0.34,Y,5
16782,27,23652,MORTGAGE,9,PERSONAL,A,2000,7.49,0,0.08,N,8
16783,28,58000,RENT,5,HOMEIMPROVEMENT,D,19000,14.09,1,0.33,N,8
16784,30,23748,MORTGAGE,4,MEDICAL,C,6100,14.27,1,0.26,Y,10
16785,32,65000,RENT,2,MEDICAL,C,19000,12.84,0,0.29,Y,5
16786,35,65412,RENT,12,HOMEIMPROVEMENT,B,19000,11.14,0,0.29,N,7
16787,29,71000,RENT,0,PERSONAL,A,19000,6.54,0,0.27,N,9
16788,30,60000,RENT,7,PERSONAL,C,18950,15.96,1,0.32,Y,6
16789,34,42000,RENT,5,PERSONAL,A,18825,7.9,1,0.45,N,10
16790,30,24000,MORTGAGE,4,DEBTCONSOLIDATION,A,7000,6.62,0,0.29,N,10
16791,32,60000,RENT,5,VENTURE,B,18800,9.99,1,0.31,N,7
16792,34,95000,RENT,5,VENTURE,C,18600,13.57,0,0.2,Y,7
16793,28,99700,RENT,2,DEBTCONSOLIDATION,C,18600,14.26,0,0.19,Y,8
16794,27,24000,OWN,1,PERSONAL,A,6000,8.9,0,0.25,N,10
16795,32,24000,OWN,2,PERSONAL,D,5000,16.29,0,0.21,N,9
16796,28,50400,RENT,8,VENTURE,D,18500,16.02,1,0.37,N,6
16797,30,60000,RENT,14,MEDICAL,C,18500,12.99,1,0.31,N,5
16798,27,60000,RENT,4,DEBTCONSOLIDATION,B,18500,10.99,1,0.31,N,5
16799,33,62004,RENT,3,EDUCATION,C,18500,12.87,0,0.3,N,9
16800,31,112000,RENT,1,VENTURE,A,18500,7.51,0,0.17,N,7
16801,33,62500,RENT,3,DEBTCONSOLIDATION,B,18400,9.91,0,0.29,N,7
16802,29,45000,RENT,8,MEDICAL,C,18250,14.27,1,0.41,N,6
16803,35,24000,MORTGAGE,14,DEBTCONSOLIDATION,A,4000,7.49,0,0.17,N,7
16804,29,30996,RENT,0,DEBTCONSOLIDATION,B,18000,10.75,1,0.58,N,7
16805,29,42000,RENT,6,PERSONAL,C,18000,14.65,1,0.43,N,7
16806,31,24000,MORTGAGE,3,VENTURE,A,3000,7.49,0,0.13,N,10
16807,29,24000,MORTGAGE,0,EDUCATION,B,4000,10.59,0,0.17,N,10
16808,27,24000,OWN,4,EDUCATION,C,4000,12.99,0,0.17,N,6
16809,28,24000,MORTGAGE,2,HOMEIMPROVEMENT,B,9600,11.99,0,0.4,N,8
16810,27,45150,RENT,1,PERSONAL,C,18000,13.16,1,0.4,N,7
16811,27,50000,RENT,0,PERSONAL,A,18000,8.49,1,0.36,N,9
16812,32,24000,OWN,1,MEDICAL,A,2000,7.29,0,0.08,N,6
16813,34,50000,RENT,4,PERSONAL,B,18000,8.88,1,0.36,N,9
16814,31,50000,RENT,2,MEDICAL,C,18000,13.48,1,0.36,Y,9
16815,27,24000,MORTGAGE,6,PERSONAL,A,6250,8.49,0,0.26,N,8
16816,27,51200,RENT,11,EDUCATION,D,18000,14.96,1,0.35,Y,8
16817,34,51312,RENT,0,HOMEIMPROVEMENT,C,18000,13.85,1,0.35,N,10
16818,29,54000,RENT,0,EDUCATION,B,18000,10.99,1,0.33,N,6
16819,32,55000,RENT,0,DEBTCONSOLIDATION,B,18000,10.38,1,0.33,N,7
16820,28,24000,OWN,3,PERSONAL,B,8000,10.37,0,0.33,N,5
16821,33,60000,RENT,7,HOMEIMPROVEMENT,A,18000,8.49,0,0.3,N,5
16822,30,24000,OWN,0,VENTURE,A,2500,7.29,0,0.1,N,6
16823,28,60372,RENT,4,DEBTCONSOLIDATION,C,18000,14.65,0,0.3,Y,5
16824,28,63000,RENT,12,HOMEIMPROVEMENT,B,18000,10.65,0,0.29,N,9
16825,27,64000,RENT,3,MEDICAL,B,18000,11.11,0,0.28,N,8
16826,30,64000,RENT,1,VENTURE,A,18000,8.38,0,0.28,N,7
16827,27,59000,RENT,3,PERSONAL,B,18000,12.18,1,0.31,N,9
16828,35,66000,RENT,0,HOMEIMPROVEMENT,B,18000,9.99,0,0.27,N,8
16829,33,67800,RENT,3,HOMEIMPROVEMENT,B,18000,10.08,0,0.27,N,6
16830,29,68004,RENT,3,MEDICAL,B,18000,10.0,0,0.26,N,9
16831,27,69790,RENT,6,DEBTCONSOLIDATION,B,18000,10.25,0,0.26,N,9
16832,28,24000,MORTGAGE,2,EDUCATION,A,1500,7.14,0,0.06,N,10
16833,28,64000,RENT,1,DEBTCONSOLIDATION,B,18000,11.58,1,0.28,N,6
16834,33,70000,RENT,18,EDUCATION,B,18000,11.89,0,0.26,N,9
16835,34,72000,RENT,7,EDUCATION,D,18000,15.95,0,0.25,Y,8
16836,33,67000,RENT,8,HOMEIMPROVEMENT,C,18000,13.11,1,0.27,Y,7
16837,31,75000,RENT,4,HOMEIMPROVEMENT,A,18000,8.9,0,0.24,N,6
16838,34,24000,OWN,4,HOMEIMPROVEMENT,C,2400,13.98,0,0.1,N,9
16839,34,78000,RENT,5,EDUCATION,A,18000,8.9,0,0.23,N,9
16840,30,24000,OWN,4,MEDICAL,A,7500,7.88,0,0.31,N,9
16841,28,80000,RENT,8,HOMEIMPROVEMENT,B,18000,10.59,0,0.23,N,10
16842,28,80000,RENT,9,PERSONAL,B,18000,11.49,0,0.23,N,6
16843,27,80000,RENT,1,VENTURE,B,18000,10.39,0,0.23,N,8
16844,28,81972,RENT,4,DEBTCONSOLIDATION,B,18000,10.99,0,0.22,N,6
16845,33,24000,MORTGAGE,2,DEBTCONSOLIDATION,B,6000,10.25,0,0.25,N,6
16846,29,74000,RENT,0,VENTURE,E,18000,17.04,1,0.24,Y,10
16847,28,89004,RENT,3,PERSONAL,A,18000,7.49,0,0.2,N,10
16848,31,90000,RENT,12,EDUCATION,B,18000,12.42,0,0.2,N,8
16849,31,78000,RENT,0,HOMEIMPROVEMENT,E,18000,18.79,1,0.23,N,9
16850,30,90000,RENT,14,MEDICAL,A,18000,8.94,0,0.2,N,8
16851,34,100000,RENT,4,VENTURE,C,18000,13.49,0,0.18,Y,10
16852,27,100000,RENT,0,VENTURE,A,18000,7.88,0,0.18,N,5
16853,30,101500,RENT,2,HOMEIMPROVEMENT,B,18000,12.18,0,0.18,N,7
16854,31,102000,RENT,11,MEDICAL,B,18000,10.0,0,0.18,N,10
16855,33,90000,RENT,15,PERSONAL,B,18000,11.58,1,0.2,N,10
16856,33,103000,RENT,17,PERSONAL,E,18000,16.82,0,0.17,Y,6
16857,27,110000,RENT,5,VENTURE,B,18000,9.91,0,0.16,N,5
16858,31,24000,OWN,1,HOMEIMPROVEMENT,A,1200,8.94,0,0.05,N,5
16859,30,24000,MORTGAGE,7,HOMEIMPROVEMENT,A,6000,8.94,0,0.25,N,7
16860,27,132000,RENT,4,DEBTCONSOLIDATION,A,18000,8.49,0,0.14,N,9
16861,27,102616,RENT,4,MEDICAL,C,18000,13.99,1,0.15,Y,7
16862,30,175000,RENT,1,EDUCATION,A,18000,5.79,0,0.1,N,10
16863,30,168000,RENT,1,DEBTCONSOLIDATION,D,18000,14.46,1,0.11,Y,9
16864,33,30000,RENT,2,DEBTCONSOLIDATION,A,17975,8.49,1,0.6,N,8
16865,34,65000,RENT,0,EDUCATION,A,17900,7.9,0,0.28,N,8
16866,27,24000,OWN,2,VENTURE,C,6000,12.53,0,0.25,N,9
16867,28,24000,MORTGAGE,12,DEBTCONSOLIDATION,A,5000,9.32,0,0.21,N,10
16868,27,32220,RENT,11,MEDICAL,B,17725,11.49,1,0.55,N,8
16869,31,105600,RENT,5,DEBTCONSOLIDATION,B,17700,10.99,0,0.17,N,6
16870,27,37793,RENT,11,VENTURE,B,17625,12.69,1,0.47,N,7
16871,34,24000,MORTGAGE,5,MEDICAL,B,2000,9.2,0,0.08,N,7
16872,29,77000,RENT,3,MEDICAL,C,17600,13.48,0,0.23,N,8
16873,29,88000,RENT,8,DEBTCONSOLIDATION,C,17600,14.26,0,0.2,Y,6
16874,29,153000,RENT,1,VENTURE,B,17600,8.7,0,0.12,N,8
16875,28,205000,RENT,13,MEDICAL,C,17600,13.23,0,0.09,N,10
16876,28,44900,RENT,12,MEDICAL,C,17500,14.35,1,0.39,Y,10
16877,27,48500,RENT,1,VENTURE,B,17500,12.42,1,0.36,N,9
16878,35,50000,RENT,4,PERSONAL,C,17500,12.84,1,0.35,N,5
16879,32,24600,MORTGAGE,6,MEDICAL,A,4800,8.9,1,0.2,N,7
16880,33,58100,RENT,1,DEBTCONSOLIDATION,C,17500,13.57,0,0.3,Y,10
16881,33,92500,RENT,4,VENTURE,D,17500,15.28,0,0.19,N,6
16882,31,114237,RENT,15,HOMEIMPROVEMENT,C,17500,14.72,0,0.15,Y,6
16883,29,120000,RENT,1,VENTURE,C,17500,12.87,0,0.15,Y,8
16884,31,636000,RENT,2,DEBTCONSOLIDATION,B,17500,11.48,0,0.03,N,10
16885,29,35000,RENT,1,MEDICAL,A,17475,7.66,1,0.5,N,5
16886,27,45000,RENT,1,DEBTCONSOLIDATION,B,17475,11.99,1,0.39,N,8
16887,32,58650,RENT,6,MEDICAL,D,17400,15.05,1,0.25,N,6
16888,28,24996,MORTGAGE,6,PERSONAL,A,6000,5.99,0,0.24,N,7
16889,33,24996,MORTGAGE,3,PERSONAL,C,6600,12.99,0,0.26,Y,6
16890,35,54000,RENT,4,DEBTCONSOLIDATION,E,17250,19.42,1,0.32,N,10
16891,29,75000,RENT,0,PERSONAL,C,17200,14.27,0,0.23,Y,8
16892,27,78000,RENT,6,DEBTCONSOLIDATION,D,17200,17.49,1,0.22,Y,7
16893,33,33852,RENT,4,EDUCATION,B,17000,11.48,1,0.5,N,9
16894,31,24996,MORTGAGE,6,PERSONAL,B,6000,9.25,0,0.24,N,9
16895,35,37000,RENT,5,MEDICAL,C,17000,13.49,1,0.46,Y,10
16896,28,45300,RENT,3,DEBTCONSOLIDATION,C,17000,14.72,1,0.38,N,10
16897,35,48000,RENT,6,MEDICAL,A,17000,7.88,1,0.35,N,6
16898,27,55000,RENT,1,EDUCATION,A,17000,7.88,1,0.31,N,5
16899,29,60000,RENT,13,HOMEIMPROVEMENT,D,17000,14.96,0,0.28,N,8
16900,32,61000,RENT,4,DEBTCONSOLIDATION,B,17000,11.49,0,0.28,N,5
16901,34,65000,RENT,6,MEDICAL,A,17000,8.49,0,0.26,N,8
16902,29,25000,MORTGAGE,4,EDUCATION,A,8500,7.9,0,0.34,N,5
16903,28,25000,MORTGAGE,12,HOMEIMPROVEMENT,C,10625,14.27,0,0.42,Y,6
16904,28,80000,RENT,12,MEDICAL,A,17000,5.79,0,0.21,N,6
16905,28,80000,RENT,3,HOMEIMPROVEMENT,C,17000,13.85,0,0.21,Y,8
16906,35,84996,RENT,12,PERSONAL,A,17000,7.88,0,0.2,N,6
16907,31,25000,MORTGAGE,4,DEBTCONSOLIDATION,A,3000,8.9,0,0.12,N,8
16908,31,92000,RENT,3,PERSONAL,D,17000,14.54,0,0.18,Y,10
16909,33,25000,MORTGAGE,8,DEBTCONSOLIDATION,A,6000,6.62,0,0.24,N,8
16910,32,115000,RENT,16,HOMEIMPROVEMENT,B,17000,11.12,0,0.15,N,6
16911,32,25000,OWN,15,MEDICAL,B,9175,10.99,0,0.37,N,10
16912,31,25000,OWN,3,MEDICAL,C,3500,13.49,0,0.14,N,9
16913,29,25000,MORTGAGE,5,DEBTCONSOLIDATION,A,7475,8.49,0,0.3,N,6
16914,30,25000,MORTGAGE,4,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10
16915,34,78000,RENT,0,DEBTCONSOLIDATION,A,16800,7.37,0,0.22,N,5
16916,27,25000,OWN,0,EDUCATION,B,5000,10.99,0,0.2,N,7
16917,30,83000,RENT,7,PERSONAL,C,16775,11.97,0,0.2,N,5
16918,28,24000,RENT,5,MEDICAL,D,16750,14.96,1,0.7,Y,10
16919,33,33000,RENT,4,PERSONAL,B,16750,12.53,1,0.51,N,5
16920,34,39672,RENT,18,EDUCATION,C,16750,13.98,1,0.42,N,9
16921,35,39996,RENT,4,MEDICAL,D,16750,14.09,1,0.42,N,6
16922,34,25000,MORTGAGE,1,DEBTCONSOLIDATION,B,1000,9.63,0,0.04,N,6
16923,28,82000,RENT,12,VENTURE,G,16750,20.11,1,0.2,Y,10
16924,30,96600,RENT,3,VENTURE,B,16750,10.62,0,0.17,N,5
16925,29,25000,OWN,9,HOMEIMPROVEMENT,B,2500,9.62,0,0.1,N,5
16926,27,25000,MORTGAGE,4,PERSONAL,D,4750,14.83,0,0.19,N,9
16927,28,25000,MORTGAGE,5,HOMEIMPROVEMENT,C,6000,14.72,0,0.24,N,10
16928,32,25000,OWN,2,VENTURE,D,5000,16.32,0,0.2,Y,9
16929,27,68000,RENT,10,DEBTCONSOLIDATION,A,16500,7.88,0,0.24,N,7
16930,33,71000,RENT,0,EDUCATION,C,16500,14.72,0,0.23,N,6
16931,31,39000,RENT,0,HOMEIMPROVEMENT,D,16450,16.02,1,0.42,N,10
16932,27,44544,RENT,4,MEDICAL,C,16425,14.27,1,0.37,Y,5
16933,34,43920,RENT,2,DEBTCONSOLIDATION,C,16400,11.03,1,0.37,Y,10
16934,30,42000,RENT,2,MEDICAL,B,16200,10.25,1,0.39,N,6
16935,28,50000,RENT,1,MEDICAL,C,16200,13.99,1,0.32,Y,5
16936,30,54000,RENT,2,DEBTCONSOLIDATION,D,16200,15.57,1,0.3,N,10
16937,30,25000,MORTGAGE,10,PERSONAL,A,6400,7.51,0,0.26,N,8
16938,28,70000,RENT,0,HOMEIMPROVEMENT,B,16100,11.83,0,0.23,N,9
16939,33,25000,MORTGAGE,4,EDUCATION,B,1600,11.36,0,0.06,N,7
16940,32,25000,OTHER,3,DEBTCONSOLIDATION,A,11200,7.88,1,0.45,N,5
16941,27,30000,RENT,5,MEDICAL,A,16000,7.9,1,0.53,N,8
16942,27,30000,RENT,1,MEDICAL,B,16000,10.0,1,0.53,N,5
16943,27,36000,RENT,7,EDUCATION,D,16000,15.7,1,0.44,N,9
16944,27,30000,RENT,12,DEBTCONSOLIDATION,B,16000,10.99,1,0.53,N,6
16945,27,40000,RENT,11,MEDICAL,B,16000,9.91,1,0.4,N,9
16946,29,40000,RENT,12,DEBTCONSOLIDATION,B,16000,11.71,1,0.4,N,6
16947,30,40000,RENT,8,DEBTCONSOLIDATION,B,16000,11.48,1,0.4,N,8
16948,31,25000,OWN,0,DEBTCONSOLIDATION,D,2400,14.42,0,0.1,Y,8
16949,33,25000,MORTGAGE,0,DEBTCONSOLIDATION,C,3000,12.53,0,0.12,Y,10
16950,34,37000,RENT,2,MEDICAL,D,16000,12.99,1,0.43,Y,9
16951,35,45000,RENT,2,VENTURE,B,16000,10.0,1,0.36,N,10
16952,30,25056,MORTGAGE,3,HOMEIMPROVEMENT,B,2000,12.42,0,0.08,N,7
16953,27,39000,RENT,3,DEBTCONSOLIDATION,C,16000,12.73,1,0.41,N,8
16954,29,47000,RENT,7,MEDICAL,B,16000,11.71,1,0.34,N,8
16955,28,47831,RENT,8,DEBTCONSOLIDATION,C,16000,13.85,1,0.33,N,7
16956,27,48000,RENT,2,VENTURE,C,16000,14.22,1,0.33,N,5
16957,35,50000,RENT,11,MEDICAL,B,16000,9.91,1,0.32,N,5
16958,27,25200,MORTGAGE,11,VENTURE,A,4500,5.42,0,0.18,N,6
16959,35,44000,RENT,3,PERSONAL,C,16000,13.99,1,0.36,Y,8
16960,30,50000,RENT,4,HOMEIMPROVEMENT,E,16000,16.77,1,0.32,N,5
16961,32,25200,OWN,17,MEDICAL,A,4000,6.54,0,0.16,N,6
16962,28,44000,RENT,5,PERSONAL,C,16000,13.48,1,0.36,N,6
16963,34,44000,RENT,0,EDUCATION,D,16000,13.24,1,0.36,Y,6
16964,30,51600,RENT,5,DEBTCONSOLIDATION,C,16000,13.49,1,0.31,N,8
16965,32,51648,RENT,7,VENTURE,E,16000,14.18,1,0.31,N,8
16966,27,48396,RENT,11,MEDICAL,D,16000,14.74,1,0.33,Y,7
16967,27,55000,RENT,0,VENTURE,B,16000,11.12,0,0.29,N,9
16968,28,55000,RENT,5,PERSONAL,C,16000,13.98,0,0.29,Y,9
16969,28,51000,RENT,2,EDUCATION,E,16000,16.32,1,0.31,Y,9
16970,30,54000,RENT,1,EDUCATION,E,16000,17.99,1,0.3,Y,10
16971,27,62000,RENT,4,DEBTCONSOLIDATION,A,16000,7.88,0,0.26,N,10
16972,33,62800,RENT,3,PERSONAL,C,16000,13.11,0,0.25,Y,5
16973,28,63564,RENT,4,MEDICAL,C,16000,13.47,0,0.25,Y,5
16974,29,65000,RENT,13,PERSONAL,D,16000,17.27,0,0.25,N,6
16975,30,65000,RENT,0,MEDICAL,C,16000,13.06,0,0.25,N,8
16976,27,25740,OWN,3,DEBTCONSOLIDATION,D,5000,14.11,0,0.19,Y,5
16977,30,25800,MORTGAGE,7,DEBTCONSOLIDATION,A,6000,5.99,0,0.23,N,6
16978,32,25800,MORTGAGE,0,VENTURE,D,2400,14.96,0,0.09,N,6
16979,28,60000,RENT,4,MEDICAL,D,16000,16.07,1,0.27,Y,8
16980,28,66500,RENT,4,VENTURE,B,16000,12.18,0,0.24,N,6
16981,35,67600,RENT,7,PERSONAL,B,16000,11.58,0,0.24,N,5
16982,30,68000,RENT,5,EDUCATION,D,16000,14.09,0,0.24,N,5
16983,31,69000,RENT,12,HOMEIMPROVEMENT,A,16000,5.99,0,0.23,N,6
16984,31,26000,MORTGAGE,1,HOMEIMPROVEMENT,C,2400,14.27,0,0.09,N,9
16985,30,64000,RENT,8,DEBTCONSOLIDATION,D,16000,15.7,1,0.25,Y,5
16986,29,70000,RENT,13,PERSONAL,D,16000,14.42,0,0.23,Y,6
16987,30,75000,RENT,0,EDUCATION,A,16000,8.9,0,0.21,N,10
16988,28,21000,RENT,3,PERSONAL,A,1000,7.49,0,0.05,N,9
16989,27,22296,RENT,5,PERSONAL,D,1000,14.84,0,0.04,N,5
16990,30,22800,RENT,5,PERSONAL,B,1000,11.49,0,0.04,N,5
16991,30,24000,RENT,4,MEDICAL,C,1000,15.96,0,0.04,Y,7
16992,33,24000,RENT,4,MEDICAL,D,1000,14.91,1,0.04,Y,5
16993,29,24000,RENT,0,MEDICAL,B,1000,9.99,0,0.04,N,7
16994,28,26000,MORTGAGE,7,DEBTCONSOLIDATION,B,12000,11.36,1,0.46,N,7
16995,32,26000,OWN,4,VENTURE,C,13750,13.11,0,0.53,Y,10
16996,30,26000,OWN,4,PERSONAL,B,1200,10.99,0,0.05,N,6
16997,29,25200,RENT,3,MEDICAL,B,1000,10.25,0,0.04,N,5
16998,27,26000,MORTGAGE,11,MEDICAL,A,5000,8.94,0,0.19,N,9
16999,33,26400,RENT,3,MEDICAL,B,1000,10.99,0,0.04,N,7
17000,35,26000,OWN,1,PERSONAL,A,6000,9.63,0,0.23,N,6
17001,35,29311,RENT,4,EDUCATION,A,1000,7.49,0,0.03,N,9
17002,27,30000,RENT,1,EDUCATION,A,1000,5.79,0,0.03,N,10
17003,33,26000,MORTGAGE,1,DEBTCONSOLIDATION,B,15000,9.76,1,0.58,N,6
17004,31,30000,RENT,5,MEDICAL,B,1000,9.25,0,0.03,N,6
17005,30,33000,RENT,4,MEDICAL,C,1000,14.79,0,0.03,N,10
17006,29,26004,MORTGAGE,13,DEBTCONSOLIDATION,D,4000,14.74,1,0.15,Y,9
17007,31,26010,MORTGAGE,2,HOMEIMPROVEMENT,B,6500,9.99,0,0.25,N,9
17008,30,35000,RENT,5,PERSONAL,B,1000,10.36,0,0.03,N,6
17009,29,38000,RENT,5,EDUCATION,A,1000,7.88,0,0.03,N,9
17010,28,40000,RENT,12,PERSONAL,B,1000,9.88,0,0.03,N,9
17011,35,42000,RENT,7,MEDICAL,B,1000,11.12,0,0.02,N,5
17012,29,26400,MORTGAGE,7,MEDICAL,A,4800,7.66,0,0.18,N,9
17013,31,43200,RENT,4,MEDICAL,B,1000,10.74,0,0.02,N,9
17014,27,26400,MORTGAGE,6,MEDICAL,A,6000,6.91,1,0.23,N,9
17015,28,26400,MORTGAGE,4,MEDICAL,A,3000,6.17,0,0.11,N,6
17016,33,48000,RENT,4,MEDICAL,B,1000,9.99,0,0.02,N,10
17017,28,44000,RENT,9,VENTURE,C,1000,14.17,1,0.02,N,9
17018,27,51298,RENT,11,DEBTCONSOLIDATION,B,1000,10.37,0,0.02,N,7
17019,30,26400,MORTGAGE,4,MEDICAL,A,5000,7.14,0,0.19,N,6
17020,34,26400,MORTGAGE,0,MEDICAL,B,3600,9.88,0,0.14,N,9
17021,29,64548,RENT,1,PERSONAL,C,1000,14.27,0,0.02,Y,5
17022,29,74000,RENT,11,DEBTCONSOLIDATION,B,1000,9.91,0,0.01,N,5
17023,27,75000,RENT,4,VENTURE,C,1000,13.49,0,0.01,Y,9
17024,34,26496,OWN,7,MEDICAL,B,4400,10.59,0,0.17,N,8
17025,30,69000,RENT,0,HOMEIMPROVEMENT,A,1000,8.59,1,0.01,N,5
17026,35,76000,RENT,2,VENTURE,C,1000,13.49,0,0.01,N,8
17027,30,100000,RENT,1,MEDICAL,B,1000,11.71,0,0.01,N,7
17028,33,26688,MORTGAGE,6,EDUCATION,B,5000,10.59,0,0.19,N,10
17029,27,10000,RENT,2,VENTURE,D,1200,14.11,1,0.12,Y,6
17030,30,14800,RENT,5,DEBTCONSOLIDATION,A,1200,8.0,0,0.08,N,9
17031,28,15600,RENT,0,EDUCATION,B,1200,12.53,0,0.08,N,8
17032,35,19200,RENT,4,PERSONAL,A,1200,7.29,1,0.06,N,10
